startdate,sampno,Analytical Analysis Code,Analysis Name,Testing Result,Lot Number,Group Major,Pin,Stockroom,Composite Number,Pallet Number,Bag Count on Pallet
11:13.0,BJ67920,COLOR_MUNSELL,Munsell Color,1,FL24137A1,,100245-102170,FL,C005,21,801-840
11:13.0,BJ67920,MIXABILITY_WPI90,Mixability for WPI90,Pass,FL24137A1,,100245-102170,FL,C005,21,801-840
11:13.0,BJ67920,PEROXIDE,Peroxide,0,FL24137A1,,100245-102170,FL,C005,21,801-840
16:12.0,BJ67920,SALMONELLA_375,Salmonella,Negative,FL24137A1,,100245-102170,FL,C005,21,801-840
11:13.0,BJ67920,SCORCHED_PARTICLE,Scorched Particle,<7.5,FL24137A1,,100245-102170,FL,C005,21,801-840
03:10.0,BJ67920,DEG_HYDROLYSIS,Degree of Hydrolysis,3.55,FL24137A1,,100245-102170,FL,C005,21,801-840
30:18.0,BJ67921,ASH,Ash,2.681,FL24137A1,,100245-102170,FL,C005,22,841-880
50:17.0,BJ67921,FAT_PWDR,Fat by Alkaline Hydrolysis,2.803,FL24137A1,,100245-102170,FL,C005,22,841-880
16:23.0,BJ60452,PROT_ASIS_LECO,As Is LECO Protein (Nx6.38),85.4,FL24132A1,WPI,100245-102170,Fond du Lac,C002,6,201-240
23:24.0,BJ67921,MOISTURE,Moisture,3.828,FL24137A1,,100245-102170,FL,C005,22,841-880
14:27.0,BJ67921,COLIFORM,Coliforms,<10,FL24137A1,,100245-102170,FL,C005,22,841-880
14:27.0,BJ67921,E_COLI,Escherichia coli,<10,FL24137A1,,100245-102170,FL,C005,22,841-880
02:53.0,BJ67921,PROT_DB_LECO,Dry Basis LECO Protein,91.025,FL24137A1,,100245-102170,FL,C005,22,841-880
14:27.0,BJ67921,STAPH,Staphylococcus aureus,<10,FL24137A1,,100245-102170,FL,C005,22,841-880
48:07.0,BJ67921,APC,Aerobic Plate Count,4400,FL24137A1,,100245-102170,FL,C005,22,841-880
41:00.0,BJ67921,FLAVOR,Flavor,Pass,FL24137A1,,100245-102170,FL,C005,22,841-880
41:00.0,BJ67921,FLAVOR_FD,Flavor,5,FL24137A1,,100245-102170,FL,C005,22,841-880
41:00.0,BJ67921,MOLD,Mold,10,FL24137A1,,100245-102170,FL,C005,22,841-880
41:00.0,BJ67921,YEAST,Yeast,10,FL24137A1,,100245-102170,FL,C005,22,841-880
11:13.0,BJ67921,BULK_DENSITY,Bulk Density,0.31,FL24137A1,,100245-102170,FL,C005,22,841-880
11:13.0,BJ67921,COLOR_MUNSELL,Munsell Color,1,FL24137A1,,100245-102170,FL,C005,22,841-880
11:13.0,BJ67921,MIXABILITY_WPI90,Mixability for WPI90,Pass,FL24137A1,,100245-102170,FL,C005,22,841-880
11:13.0,BJ67921,PEROXIDE,Peroxide,0,FL24137A1,,100245-102170,FL,C005,22,841-880
11:13.0,BJ67921,PH,pH,6.11,FL24137A1,,100245-102170,FL,C005,22,841-880
16:12.0,BJ67921,SALMONELLA_375,Salmonella,Negative,FL24137A1,,100245-102170,FL,C005,22,841-880
11:13.0,BJ67921,SCORCHED_PARTICLE,Scorched Particle,<7.5,FL24137A1,,100245-102170,FL,C005,22,841-880
03:10.0,BJ67921,DEG_HYDROLYSIS,Degree of Hydrolysis,3.55,FL24137A1,,100245-102170,FL,C005,22,841-880
30:18.0,BJ67922,ASH,Ash,2.681,FL24137A1,,100245-102170,FL,C005,23,881-920
23:24.0,BJ67922,MOISTURE,Moisture,3.828,FL24137A1,,100245-102170,FL,C005,23,881-920
50:17.0,BJ67922,FAT_PWDR,Fat by Alkaline Hydrolysis,2.803,FL24137A1,,100245-102170,FL,C005,23,881-920
16:23.0,BJ60453,PROT_ASIS_LECO,As Is LECO Protein (Nx6.38),85.4,FL24132A1,WPI,100245-102170,Fond du Lac,C002,7,241-280
14:27.0,BJ67922,COLIFORM,Coliforms,<10,FL24137A1,,100245-102170,FL,C005,23,881-920
14:27.0,BJ67922,E_COLI,Escherichia coli,<10,FL24137A1,,100245-102170,FL,C005,23,881-920
02:53.0,BJ67922,PROT_DB_LECO,Dry Basis LECO Protein,91.025,FL24137A1,,100245-102170,FL,C005,23,881-920
14:27.0,BJ67922,STAPH,Staphylococcus aureus,<10,FL24137A1,,100245-102170,FL,C005,23,881-920
48:07.0,BJ67922,APC,Aerobic Plate Count,4400,FL24137A1,,100245-102170,FL,C005,23,881-920
41:00.0,BJ67922,FLAVOR,Flavor,Pass,FL24137A1,,100245-102170,FL,C005,23,881-920
41:00.0,BJ67922,FLAVOR_FD,Flavor,5,FL24137A1,,100245-102170,FL,C005,23,881-920
41:00.0,BJ67922,MOLD,Mold,10,FL24137A1,,100245-102170,FL,C005,23,881-920
41:00.0,BJ67922,YEAST,Yeast,10,FL24137A1,,100245-102170,FL,C005,23,881-920
11:13.0,BJ67922,BULK_DENSITY,Bulk Density,0.31,FL24137A1,,100245-102170,FL,C005,23,881-920
11:13.0,BJ67922,COLOR_MUNSELL,Munsell Color,1,FL24137A1,,100245-102170,FL,C005,23,881-920
11:13.0,BJ67922,MIXABILITY_WPI90,Mixability for WPI90,Pass,FL24137A1,,100245-102170,FL,C005,23,881-920
11:13.0,BJ67922,PEROXIDE,Peroxide,0,FL24137A1,,100245-102170,FL,C005,23,881-920
11:13.0,BJ67922,PH,pH,6.11,FL24137A1,,100245-102170,FL,C005,23,881-920
16:12.0,BJ67922,SALMONELLA_375,Salmonella,Negative,FL24137A1,,100245-102170,FL,C005,23,881-920
11:13.0,BJ67922,SCORCHED_PARTICLE,Scorched Particle,<7.5,FL24137A1,,100245-102170,FL,C005,23,881-920
03:10.0,BJ67922,DEG_HYDROLYSIS,Degree of Hydrolysis,3.55,FL24137A1,,100245-102170,FL,C005,23,881-920
30:18.0,BJ67923,ASH,Ash,2.681,FL24137A1,,100245-102170,FL,C005,24,921-960
50:17.0,BJ67923,FAT_PWDR,Fat by Alkaline Hydrolysis,2.803,FL24137A1,,100245-102170,FL,C005,24,921-960
16:23.0,BJ60454,PROT_ASIS_LECO,As Is LECO Protein (Nx6.38),85.4,FL24132A1,WPI,100245-102170,Fond du Lac,C002,8,281-320
23:24.0,BJ67923,MOISTURE,Moisture,3.828,FL24137A1,,100245-102170,FL,C005,24,921-960
14:27.0,BJ67923,COLIFORM,Coliforms,<10,FL24137A1,,100245-102170,FL,C005,24,921-960
14:27.0,BJ67923,E_COLI,Escherichia coli,<10,FL24137A1,,100245-102170,FL,C005,24,921-960
02:53.0,BJ67923,PROT_DB_LECO,Dry Basis LECO Protein,91.025,FL24137A1,,100245-102170,FL,C005,24,921-960
14:27.0,BJ67923,STAPH,Staphylococcus aureus,<10,FL24137A1,,100245-102170,FL,C005,24,921-960
48:08.0,BJ67923,APC,Aerobic Plate Count,4400,FL24137A1,,100245-102170,FL,C005,24,921-960
41:00.0,BJ67923,FLAVOR,Flavor,Pass,FL24137A1,,100245-102170,FL,C005,24,921-960
41:00.0,BJ67923,FLAVOR_FD,Flavor,5,FL24137A1,,100245-102170,FL,C005,24,921-960
41:00.0,BJ67923,MOLD,Mold,10,FL24137A1,,100245-102170,FL,C005,24,921-960
41:00.0,BJ67923,YEAST,Yeast,10,FL24137A1,,100245-102170,FL,C005,24,921-960
11:13.0,BJ67923,BULK_DENSITY,Bulk Density,0.31,FL24137A1,,100245-102170,FL,C005,24,921-960
11:13.0,BJ67923,COLOR_MUNSELL,Munsell Color,1,FL24137A1,,100245-102170,FL,C005,24,921-960
11:13.0,BJ67923,MIXABILITY_WPI90,Mixability for WPI90,Pass,FL24137A1,,100245-102170,FL,C005,24,921-960
11:13.0,BJ67923,PEROXIDE,Peroxide,0,FL24137A1,,100245-102170,FL,C005,24,921-960
11:13.0,BJ67923,PH,pH,6.11,FL24137A1,,100245-102170,FL,C005,24,921-960
16:12.0,BJ67923,SALMONELLA_375,Salmonella,Negative,FL24137A1,,100245-102170,FL,C005,24,921-960
11:13.0,BJ67923,SCORCHED_PARTICLE,Scorched Particle,<7.5,FL24137A1,,100245-102170,FL,C005,24,921-960
03:10.0,BJ67923,DEG_HYDROLYSIS,Degree of Hydrolysis,3.55,FL24137A1,,100245-102170,FL,C005,24,921-960
30:18.0,BJ67924,ASH,Ash,2.681,FL24137A1,,100245-102170,FL,C005,25,961-1000
23:24.0,BJ67924,MOISTURE,Moisture,3.828,FL24137A1,,100245-102170,FL,C005,25,961-1000
50:17.0,BJ67924,FAT_PWDR,Fat by Alkaline Hydrolysis,2.803,FL24137A1,,100245-102170,FL,C005,25,961-1000
16:23.0,BJ60455,PROT_ASIS_LECO,As Is LECO Protein (Nx6.38),85.4,FL24132A1,WPI,100245-102170,Fond du Lac,C002,9,321-360
14:27.0,BJ67924,COLIFORM,Coliforms,<10,FL24137A1,,100245-102170,FL,C005,25,961-1000
14:27.0,BJ67924,E_COLI,Escherichia coli,<10,FL24137A1,,100245-102170,FL,C005,25,961-1000
02:53.0,BJ67924,PROT_DB_LECO,Dry Basis LECO Protein,91.025,FL24137A1,,100245-102170,FL,C005,25,961-1000
14:27.0,BJ67924,STAPH,Staphylococcus aureus,<10,FL24137A1,,100245-102170,FL,C005,25,961-1000
48:09.0,BJ67924,APC,Aerobic Plate Count,4400,FL24137A1,,100245-102170,FL,C005,25,961-1000
41:00.0,BJ67924,FLAVOR,Flavor,Pass,FL24137A1,,100245-102170,FL,C005,25,961-1000
41:00.0,BJ67924,FLAVOR_FD,Flavor,5,FL24137A1,,100245-102170,FL,C005,25,961-1000
41:00.0,BJ67924,MOLD,Mold,10,FL24137A1,,100245-102170,FL,C005,25,961-1000
41:00.0,BJ67924,YEAST,Yeast,10,FL24137A1,,100245-102170,FL,C005,25,961-1000
11:13.0,BJ67924,BULK_DENSITY,Bulk Density,0.32,FL24137A1,,100245-102170,FL,C005,25,961-1000
11:13.0,BJ67924,COLOR_MUNSELL,Munsell Color,1,FL24137A1,,100245-102170,FL,C005,25,961-1000
11:13.0,BJ67924,MIXABILITY_WPI90,Mixability for WPI90,Pass,FL24137A1,,100245-102170,FL,C005,25,961-1000
11:13.0,BJ67924,PEROXIDE,Peroxide,0,FL24137A1,,100245-102170,FL,C005,25,961-1000
11:13.0,BJ67924,PH,pH,6.11,FL24137A1,,100245-102170,FL,C005,25,961-1000
16:12.0,BJ67924,SALMONELLA_375,Salmonella,Negative,FL24137A1,,100245-102170,FL,C005,25,961-1000
11:13.0,BJ67924,SCORCHED_PARTICLE,Scorched Particle,<7.5,FL24137A1,,100245-102170,FL,C005,25,961-1000
03:10.0,BJ67924,DEG_HYDROLYSIS,Degree of Hydrolysis,3.55,FL24137A1,,100245-102170,FL,C005,25,961-1000
16:23.0,BJ60456,PROT_ASIS_LECO,As Is LECO Protein (Nx6.38),85.4,FL24132A1,WPI,100245-102170,Fond du Lac,C002,10,361-400
30:18.0,BJ67925,ASH,Ash,2.681,FL24137A1,,100245-102170,FL,C006,26,1001-1040
50:17.0,BJ67925,FAT_PWDR,Fat by Alkaline Hydrolysis,2.803,FL24137A1,,100245-102170,FL,C006,26,1001-1040
26:50.0,BJ67925,MOISTURE,Moisture,4.492,FL24137A1,,100245-102170,FL,C006,26,1001-1040
34:56.0,BJ67925,PROT_DB_LECO,Dry Basis LECO Protein,90.444,FL24137A1,,100245-102170,FL,C006,26,1001-1040
14:27.0,BJ67925,COLIFORM,Coliforms,<10,FL24137A1,,100245-102170,FL,C006,26,1001-1040
14:27.0,BJ67925,E_COLI,Escherichia coli,<10,FL24137A1,,100245-102170,FL,C006,26,1001-1040
24:00.0,BJ67925,PH,pH,6.11,FL24137A1,,100245-102170,FL,C006,26,1001-1040
14:27.0,BJ67925,STAPH,Staphylococcus aureus,<10,FL24137A1,,100245-102170,FL,C006,26,1001-1040
48:10.0,BJ67925,APC,Aerobic Plate Count,7800,FL24137A1,,100245-102170,FL,C006,26,1001-1040
41:00.0,BJ67925,FLAVOR,Flavor,Pass,FL24137A1,,100245-102170,FL,C006,26,1001-1040
41:00.0,BJ67925,FLAVOR_FD,Flavor,5,FL24137A1,,100245-102170,FL,C006,26,1001-1040
41:00.0,BJ67925,MOLD,Mold,10,FL24137A1,,100245-102170,FL,C006,26,1001-1040
41:00.0,BJ67925,YEAST,Yeast,10,FL24137A1,,100245-102170,FL,C006,26,1001-1040
11:13.0,BJ67925,BULK_DENSITY,Bulk Density,0.32,FL24137A1,,100245-102170,FL,C006,26,1001-1040
11:13.0,BJ67925,COLOR_MUNSELL,Munsell Color,1,FL24137A1,,100245-102170,FL,C006,26,1001-1040
11:13.0,BJ67925,MIXABILITY_WPI90,Mixability for WPI90,Pass,FL24137A1,,100245-102170,FL,C006,26,1001-1040
11:13.0,BJ67925,PEROXIDE,Peroxide,0,FL24137A1,,100245-102170,FL,C006,26,1001-1040
16:12.0,BJ67925,SALMONELLA_375,Salmonella,Negative,FL24137A1,,100245-102170,FL,C006,26,1001-1040
11:13.0,BJ67925,SCORCHED_PARTICLE,Scorched Particle,<7.5,FL24137A1,,100245-102170,FL,C006,26,1001-1040
03:10.0,BJ67925,DEG_HYDROLYSIS,Degree of Hydrolysis,3.55,FL24137A1,,100245-102170,FL,C006,26,1001-1040
27:47.0,BJ68849,PROT_ASIS_LECO,As Is LECO Protein (Nx6.38),85.436,FL24138A1,WPI,100245-102170,Fond du Lac,C011,51,2001-2040
30:18.0,BJ67926,ASH,Ash,2.681,FL24137A1,,100245-102170,FL,C006,27,1041-1080
26:50.0,BJ67926,MOISTURE,Moisture,4.492,FL24137A1,,100245-102170,FL,C006,27,1041-1080
34:56.0,BJ67926,PROT_DB_LECO,Dry Basis LECO Protein,90.444,FL24137A1,,100245-102170,FL,C006,27,1041-1080
50:17.0,BJ67926,FAT_PWDR,Fat by Alkaline Hydrolysis,2.803,FL24137A1,,100245-102170,FL,C006,27,1041-1080
14:27.0,BJ67926,COLIFORM,Coliforms,<10,FL24137A1,,100245-102170,FL,C006,27,1041-1080
14:27.0,BJ67926,E_COLI,Escherichia coli,<10,FL24137A1,,100245-102170,FL,C006,27,1041-1080
24:00.0,BJ67926,PH,pH,6.11,FL24137A1,,100245-102170,FL,C006,27,1041-1080
14:27.0,BJ67926,STAPH,Staphylococcus aureus,<10,FL24137A1,,100245-102170,FL,C006,27,1041-1080
48:11.0,BJ67926,APC,Aerobic Plate Count,7800,FL24137A1,,100245-102170,FL,C006,27,1041-1080
41:00.0,BJ67926,FLAVOR,Flavor,Pass,FL24137A1,,100245-102170,FL,C006,27,1041-1080
41:00.0,BJ67926,FLAVOR_FD,Flavor,5,FL24137A1,,100245-102170,FL,C006,27,1041-1080
41:00.0,BJ67926,MOLD,Mold,10,FL24137A1,,100245-102170,FL,C006,27,1041-1080
41:00.0,BJ67926,YEAST,Yeast,10,FL24137A1,,100245-102170,FL,C006,27,1041-1080
11:13.0,BJ67926,BULK_DENSITY,Bulk Density,0.32,FL24137A1,,100245-102170,FL,C006,27,1041-1080
11:13.0,BJ67926,COLOR_MUNSELL,Munsell Color,1,FL24137A1,,100245-102170,FL,C006,27,1041-1080
11:13.0,BJ67926,MIXABILITY_WPI90,Mixability for WPI90,Pass,FL24137A1,,100245-102170,FL,C006,27,1041-1080
11:13.0,BJ67926,PEROXIDE,Peroxide,0,FL24137A1,,100245-102170,FL,C006,27,1041-1080
16:12.0,BJ67926,SALMONELLA_375,Salmonella,Negative,FL24137A1,,100245-102170,FL,C006,27,1041-1080
11:13.0,BJ67926,SCORCHED_PARTICLE,Scorched Particle,<7.5,FL24137A1,,100245-102170,FL,C006,27,1041-1080
03:10.0,BJ67926,DEG_HYDROLYSIS,Degree of Hydrolysis,3.55,FL24137A1,,100245-102170,FL,C006,27,1041-1080
43:13.0,BJ68314,PROT_ASIS_LECO,As Is LECO Protein (Nx6.38),85.455,FL24137A1,WPI,100245-102170,Fond du Lac,C015,71,2801-2840
30:18.0,BJ67927,ASH,Ash,2.681,FL24137A1,,100245-102170,FL,C006,28,1081-1120
50:17.0,BJ67927,FAT_PWDR,Fat by Alkaline Hydrolysis,2.803,FL24137A1,,100245-102170,FL,C006,28,1081-1120
26:50.0,BJ67927,MOISTURE,Moisture,4.492,FL24137A1,,100245-102170,FL,C006,28,1081-1120
34:56.0,BJ67927,PROT_DB_LECO,Dry Basis LECO Protein,90.444,FL24137A1,,100245-102170,FL,C006,28,1081-1120
14:27.0,BJ67927,COLIFORM,Coliforms,<10,FL24137A1,,100245-102170,FL,C006,28,1081-1120
14:27.0,BJ67927,E_COLI,Escherichia coli,<10,FL24137A1,,100245-102170,FL,C006,28,1081-1120
24:00.0,BJ67927,PH,pH,6.11,FL24137A1,,100245-102170,FL,C006,28,1081-1120
14:27.0,BJ67927,STAPH,Staphylococcus aureus,<10,FL24137A1,,100245-102170,FL,C006,28,1081-1120
48:12.0,BJ67927,APC,Aerobic Plate Count,7800,FL24137A1,,100245-102170,FL,C006,28,1081-1120
41:00.0,BJ67927,FLAVOR,Flavor,Pass,FL24137A1,,100245-102170,FL,C006,28,1081-1120
41:00.0,BJ67927,FLAVOR_FD,Flavor,5,FL24137A1,,100245-102170,FL,C006,28,1081-1120
41:00.0,BJ67927,MOLD,Mold,10,FL24137A1,,100245-102170,FL,C006,28,1081-1120
41:00.0,BJ67927,YEAST,Yeast,10,FL24137A1,,100245-102170,FL,C006,28,1081-1120
11:13.0,BJ67927,BULK_DENSITY,Bulk Density,0.32,FL24137A1,,100245-102170,FL,C006,28,1081-1120
11:13.0,BJ67927,COLOR_MUNSELL,Munsell Color,1,FL24137A1,,100245-102170,FL,C006,28,1081-1120
11:13.0,BJ67927,MIXABILITY_WPI90,Mixability for WPI90,Pass,FL24137A1,,100245-102170,FL,C006,28,1081-1120
11:13.0,BJ67927,PEROXIDE,Peroxide,0,FL24137A1,,100245-102170,FL,C006,28,1081-1120
16:12.0,BJ67927,SALMONELLA_375,Salmonella,Negative,FL24137A1,,100245-102170,FL,C006,28,1081-1120
11:13.0,BJ67927,SCORCHED_PARTICLE,Scorched Particle,<7.5,FL24137A1,,100245-102170,FL,C006,28,1081-1120
03:10.0,BJ67927,DEG_HYDROLYSIS,Degree of Hydrolysis,3.55,FL24137A1,,100245-102170,FL,C006,28,1081-1120
43:13.0,BJ68315,PROT_ASIS_LECO,As Is LECO Protein (Nx6.38),85.455,FL24137A1,WPI,100245-102170,Fond du Lac,C015,72,2841-2880
30:18.0,BJ67928,ASH,Ash,2.681,FL24137A1,,100245-102170,FL,C006,29,1121-1160
26:50.0,BJ67928,MOISTURE,Moisture,4.492,FL24137A1,,100245-102170,FL,C006,29,1121-1160
34:56.0,BJ67928,PROT_DB_LECO,Dry Basis LECO Protein,90.444,FL24137A1,,100245-102170,FL,C006,29,1121-1160
50:17.0,BJ67928,FAT_PWDR,Fat by Alkaline Hydrolysis,2.803,FL24137A1,,100245-102170,FL,C006,29,1121-1160
14:27.0,BJ67928,COLIFORM,Coliforms,<10,FL24137A1,,100245-102170,FL,C006,29,1121-1160
14:27.0,BJ67928,E_COLI,Escherichia coli,<10,FL24137A1,,100245-102170,FL,C006,29,1121-1160
24:00.0,BJ67928,PH,pH,6.11,FL24137A1,,100245-102170,FL,C006,29,1121-1160
14:27.0,BJ67928,STAPH,Staphylococcus aureus,<10,FL24137A1,,100245-102170,FL,C006,29,1121-1160
48:04.0,BJ67928,APC,Aerobic Plate Count,7800,FL24137A1,,100245-102170,FL,C006,29,1121-1160
41:00.0,BJ67928,FLAVOR,Flavor,Pass,FL24137A1,,100245-102170,FL,C006,29,1121-1160
41:00.0,BJ67928,FLAVOR_FD,Flavor,5,FL24137A1,,100245-102170,FL,C006,29,1121-1160
41:00.0,BJ67928,MOLD,Mold,10,FL24137A1,,100245-102170,FL,C006,29,1121-1160
41:00.0,BJ67928,YEAST,Yeast,10,FL24137A1,,100245-102170,FL,C006,29,1121-1160
11:13.0,BJ67928,BULK_DENSITY,Bulk Density,0.32,FL24137A1,,100245-102170,FL,C006,29,1121-1160
11:13.0,BJ67928,COLOR_MUNSELL,Munsell Color,1,FL24137A1,,100245-102170,FL,C006,29,1121-1160
11:13.0,BJ67928,MIXABILITY_WPI90,Mixability for WPI90,Pass,FL24137A1,,100245-102170,FL,C006,29,1121-1160
11:13.0,BJ67928,PEROXIDE,Peroxide,0,FL24137A1,,100245-102170,FL,C006,29,1121-1160
16:12.0,BJ67928,SALMONELLA_375,Salmonella,Negative,FL24137A1,,100245-102170,FL,C006,29,1121-1160
11:13.0,BJ67928,SCORCHED_PARTICLE,Scorched Particle,<7.5,FL24137A1,,100245-102170,FL,C006,29,1121-1160
03:10.0,BJ67928,DEG_HYDROLYSIS,Degree of Hydrolysis,3.55,FL24137A1,,100245-102170,FL,C006,29,1121-1160
43:13.0,BJ68316,PROT_ASIS_LECO,As Is LECO Protein (Nx6.38),85.455,FL24137A1,WPI,100245-102170,Fond du Lac,C015,73,2881-2920
02:21.0,BJ67929,APC,Aerobic Plate Count,7800,FL24137A1,,100245-102170,FL,C006,30,1161-1200
30:18.0,BJ67929,ASH,Ash,2.681,FL24137A1,,100245-102170,FL,C006,30,1161-1200
50:17.0,BJ67929,FAT_PWDR,Fat by Alkaline Hydrolysis,2.803,FL24137A1,,100245-102170,FL,C006,30,1161-1200
26:50.0,BJ67929,MOISTURE,Moisture,4.492,FL24137A1,,100245-102170,FL,C006,30,1161-1200
34:56.0,BJ67929,PROT_DB_LECO,Dry Basis LECO Protein,90.444,FL24137A1,,100245-102170,FL,C006,30,1161-1200
14:27.0,BJ67929,COLIFORM,Coliforms,<10,FL24137A1,,100245-102170,FL,C006,30,1161-1200
14:27.0,BJ67929,E_COLI,Escherichia coli,<10,FL24137A1,,100245-102170,FL,C006,30,1161-1200
24:00.0,BJ67929,PH,pH,6.11,FL24137A1,,100245-102170,FL,C006,30,1161-1200
14:27.0,BJ67929,STAPH,Staphylococcus aureus,<10,FL24137A1,,100245-102170,FL,C006,30,1161-1200
41:00.0,BJ67929,FLAVOR,Flavor,Pass,FL24137A1,,100245-102170,FL,C006,30,1161-1200
41:00.0,BJ67929,FLAVOR_FD,Flavor,5,FL24137A1,,100245-102170,FL,C006,30,1161-1200
41:00.0,BJ67929,MOLD,Mold,10,FL24137A1,,100245-102170,FL,C006,30,1161-1200
41:00.0,BJ67929,YEAST,Yeast,10,FL24137A1,,100245-102170,FL,C006,30,1161-1200
11:13.0,BJ67929,BULK_DENSITY,Bulk Density,0.31,FL24137A1,,100245-102170,FL,C006,30,1161-1200
11:13.0,BJ67929,COLOR_MUNSELL,Munsell Color,1,FL24137A1,,100245-102170,FL,C006,30,1161-1200
11:13.0,BJ67929,MIXABILITY_WPI90,Mixability for WPI90,Pass,FL24137A1,,100245-102170,FL,C006,30,1161-1200
11:13.0,BJ67929,PEROXIDE,Peroxide,0,FL24137A1,,100245-102170,FL,C006,30,1161-1200
16:12.0,BJ67929,SALMONELLA_375,Salmonella,Negative,FL24137A1,,100245-102170,FL,C006,30,1161-1200
11:13.0,BJ67929,SCORCHED_PARTICLE,Scorched Particle,<7.5,FL24137A1,,100245-102170,FL,C006,30,1161-1200
03:10.0,BJ67929,DEG_HYDROLYSIS,Degree of Hydrolysis,3.55,FL24137A1,,100245-102170,FL,C006,30,1161-1200
02:22.0,BJ67930,APC,Aerobic Plate Count,3100,FL24137A1,,100245-102170,FL,C007,31,1201-1240
02:46.0,BJ67930,PROT_DB_LECO,Dry Basis LECO Protein,90.704,FL24137A1,,100245-102170,FL,C007,31,1201-1240
30:18.0,BJ67930,ASH,Ash,2.681,FL24137A1,,100245-102170,FL,C007,31,1201-1240
50:17.0,BJ67930,FAT_PWDR,Fat by Alkaline Hydrolysis,2.803,FL24137A1,,100245-102170,FL,C007,31,1201-1240
14:27.0,BJ67930,COLIFORM,Coliforms,<10,FL24137A1,,100245-102170,FL,C007,31,1201-1240
14:27.0,BJ67930,E_COLI,Escherichia coli,<10,FL24137A1,,100245-102170,FL,C007,31,1201-1240
24:00.0,BJ67930,PH,pH,6.11,FL24137A1,,100245-102170,FL,C007,31,1201-1240
43:13.0,BJ68317,PROT_ASIS_LECO,As Is LECO Protein (Nx6.38),85.455,FL24137A1,WPI,100245-102170,Fond du Lac,C015,74,2921-2960
14:27.0,BJ67930,STAPH,Staphylococcus aureus,<10,FL24137A1,,100245-102170,FL,C007,31,1201-1240
41:30.0,BJ67930,MOISTURE,Moisture,5.587,FL24137A1,,100245-102170,FL,C007,31,1201-1240
41:00.0,BJ67930,FLAVOR,Flavor,Pass,FL24137A1,,100245-102170,FL,C007,31,1201-1240
41:00.0,BJ67930,FLAVOR_FD,Flavor,5,FL24137A1,,100245-102170,FL,C007,31,1201-1240
41:00.0,BJ67930,MOLD,Mold,10,FL24137A1,,100245-102170,FL,C007,31,1201-1240
41:00.0,BJ67930,YEAST,Yeast,10,FL24137A1,,100245-102170,FL,C007,31,1201-1240
11:13.0,BJ67930,BULK_DENSITY,Bulk Density,0.31,FL24137A1,,100245-102170,FL,C007,31,1201-1240
11:13.0,BJ67930,COLOR_MUNSELL,Munsell Color,1,FL24137A1,,100245-102170,FL,C007,31,1201-1240
11:13.0,BJ67930,MIXABILITY_WPI90,Mixability for WPI90,Pass,FL24137A1,,100245-102170,FL,C007,31,1201-1240
11:13.0,BJ67930,PEROXIDE,Peroxide,0,FL24137A1,,100245-102170,FL,C007,31,1201-1240
16:12.0,BJ67930,SALMONELLA_375,Salmonella,Negative,FL24137A1,,100245-102170,FL,C007,31,1201-1240
11:13.0,BJ67930,SCORCHED_PARTICLE,Scorched Particle,<7.5,FL24137A1,,100245-102170,FL,C007,31,1201-1240
03:10.0,BJ67930,DEG_HYDROLYSIS,Degree of Hydrolysis,3.55,FL24137A1,,100245-102170,FL,C007,31,1201-1240
59:02.0,BJ67931,APC,Aerobic Plate Count,3100,FL24137A1,,100245-102170,FL,C007,32,1241-1280
02:46.0,BJ67931,PROT_DB_LECO,Dry Basis LECO Protein,90.704,FL24137A1,,100245-102170,FL,C007,32,1241-1280
30:18.0,BJ67931,ASH,Ash,2.681,FL24137A1,,100245-102170,FL,C007,32,1241-1280
50:17.0,BJ67931,FAT_PWDR,Fat by Alkaline Hydrolysis,2.803,FL24137A1,,100245-102170,FL,C007,32,1241-1280
41:30.0,BJ67931,MOISTURE,Moisture,5.587,FL24137A1,,100245-102170,FL,C007,32,1241-1280
14:27.0,BJ67931,COLIFORM,Coliforms,<10,FL24137A1,,100245-102170,FL,C007,32,1241-1280
14:27.0,BJ67931,E_COLI,Escherichia coli,<10,FL24137A1,,100245-102170,FL,C007,32,1241-1280
24:00.0,BJ67931,PH,pH,6.11,FL24137A1,,100245-102170,FL,C007,32,1241-1280
16:23.0,BJ60472,PROT_ASIS_LECO,As Is LECO Protein (Nx6.38),85.46,FL24132A1,WPI,100245-102170,Fond du Lac,C006,26,1001-1040
14:27.0,BJ67931,STAPH,Staphylococcus aureus,<10,FL24137A1,,100245-102170,FL,C007,32,1241-1280
41:00.0,BJ67931,FLAVOR,Flavor,Pass,FL24137A1,,100245-102170,FL,C007,32,1241-1280
41:00.0,BJ67931,FLAVOR_FD,Flavor,5,FL24137A1,,100245-102170,FL,C007,32,1241-1280
41:00.0,BJ67931,MOLD,Mold,10,FL24137A1,,100245-102170,FL,C007,32,1241-1280
41:00.0,BJ67931,YEAST,Yeast,10,FL24137A1,,100245-102170,FL,C007,32,1241-1280
11:13.0,BJ67931,BULK_DENSITY,Bulk Density,0.32,FL24137A1,,100245-102170,FL,C007,32,1241-1280
11:13.0,BJ67931,COLOR_MUNSELL,Munsell Color,1,FL24137A1,,100245-102170,FL,C007,32,1241-1280
11:13.0,BJ67931,MIXABILITY_WPI90,Mixability for WPI90,Pass,FL24137A1,,100245-102170,FL,C007,32,1241-1280
